experiment,base_name,ROI,channel,x,y,intensity,probability
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,52,2,913,1652,9462.07,0.503
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,51,2,266,1649,27355.92,0.549
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,51,2,262,1650,26336.0,0.487
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,51,2,247,1648,15676.94,0.561
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,50,2,218,1628,1930.88,0.496
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,50,2,242,1614,2770.89,0.508
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,48,2,1176,1612,4087.61,0.508
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,48,2,1212,1597,34903.83,0.77
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,48,2,1164,1591,2602.02,0.5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,48,2,1199,1581,4436.0,0.471
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,47,2,1257,1566,1905.41,0.484
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,48,2,1201,1558,35641.52,0.62
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,46,2,949,1540,33601.99,0.613
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,47,2,1269,1533,21111.54,0.626
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,46,2,960,1527,2680.0,0.397
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,45,2,850,1517,2001.0,0.406
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,47,2,1264,1510,27412.48,0.617
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,45,2,823,1501,15171.57,0.607
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,46,2,945,1484,2873.52,0.472
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,45,2,835,1481,3319.7,0.504
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,45,2,858,1479,2039.0,0.393
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,46,2,930,1469,21053.55,0.743
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,45,2,843,1467,4012.6,0.5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,45,2,831,1455,25562.98,0.614
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,44,2,2000,1412,20073.85,0.564
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,43,2,259,1359,3378.99,0.501
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,43,2,261,1327,43866.99,0.641
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,43,2,243,1306,4252.47,0.492
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,41,2,58,1304,11726.38,0.6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,43,2,222,1300,22336.98,0.565
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,42,2,730,1300,19108.62,0.516
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,42,2,752,1297,15893.12,0.617
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,41,2,17,1278,10141.78,0.617
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,41,2,24,1273,6147.12,0.497
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,41,2,48,1259,2095.61,0.478
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,39,2,1060,1221,17918.08,0.56
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,39,2,1003,1218,1975.0,0.469
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,39,2,1060,1204,23427.08,0.699
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,39,2,1046,1197,7266.72,0.497
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,38,2,919,1128,17126.3,0.617
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,37,2,607,1121,22524.88,0.634
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,36,2,467,1115,2061.0,0.434
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,37,2,610,1111,8829.48,0.492
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,37,2,600,1112,14758.09,0.592
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,38,2,888,1109,14418.3,0.541
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,38,2,885,1111,13364.8,0.539
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,36,2,429,1110,20070.32,0.586
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,38,2,899,1107,2412.0,0.404
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,37,2,623,1086,1774.0,0.439
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,36,2,433,1076,12089.31,0.583
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,35,2,1008,1023,1642.0,0.412
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,35,2,968,1011,2400.11,0.495
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,35,2,955,1009,1582.61,0.5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,34,2,186,974,3273.51,0.495
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,35,2,968,968,8115.55,0.518
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,34,2,220,961,4440.0,0.446
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,35,2,975,956,15657.87,0.592
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,34,2,201,954,46017.69,0.655
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,35,2,991,948,17321.44,0.604
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,34,2,214,947,26192.37,0.604
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,33,2,1625,927,20721.18,0.618
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,33,2,1591,927,29426.84,0.728
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,32,2,787,905,21285.46,0.687
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,32,2,817,886,20142.17,0.635
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,31,2,1932,867,1539.0,0.377
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,31,2,1880,864,12531.08,0.604
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,31,2,1878,853,3229.0,0.488
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,31,2,1916,845,1947.0,0.411
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,31,2,1893,844,28184.21,0.693
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,30,2,307,837,21772.8,0.663
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,30,2,334,827,2142.0,0.401
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,30,2,318,820,2525.0,0.411
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,29,2,1710,806,9583.0,0.458
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,29,2,1706,806,9657.4,0.552
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,29,2,1720,786,19444.27,0.626
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,27,2,651,776,25540.34,0.666
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,27,2,674,774,15563.95,0.612
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,24,2,933,637,10875.82,0.577
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,24,2,909,622,5743.0,0.494
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,24,2,911,615,14389.0,0.607
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,24,2,947,613,1589.0,0.412
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,23,2,248,612,16781.71,0.611
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,23,2,226,611,2216.27,0.492
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,21,2,1293,593,32522.79,0.591
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,22,2,1812,586,24945.29,0.641
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,22,2,1847,568,22035.62,0.689
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,21,2,1319,551,32974.72,0.636
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,19,2,1354,514,27538.88,0.757
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,19,2,1317,509,24880.01,0.745
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,20,2,797,483,20329.32,0.601
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,20,2,806,482,15379.3,0.549
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,19,2,1375,481,2372.64,0.483
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,20,2,798,462,2018.82,0.491
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,19,2,1318,461,2739.16,0.495
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,16,2,1867,422,28328.0,0.739
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,16,2,1856,386,39968.62,0.655
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,17,2,504,384,16205.58,0.641
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,17,2,493,377,24044.7,0.598
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,17,2,479,368,2717.7,0.464
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,15,2,1597,318,31915.57,0.683
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,14,2,504,318,19473.96,0.628
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,15,2,1628,312,27748.87,0.681
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,15,2,1621,298,2917.0,0.408
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,15,2,1630,296,3060.07,0.483
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,13,2,408,281,1555.0,0.474
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,14,2,490,278,18485.69,0.585
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,13,2,454,274,9108.32,0.511
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,13,2,447,272,11381.0,0.482
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,13,2,444,267,18820.71,0.563
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,9,2,1615,265,2141.0,0.457
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,12,2,96,263,5365.05,0.588
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,12,2,71,243,8549.32,0.556
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,9,2,1580,235,19210.67,0.569
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,9,2,1586,233,18896.93,0.644
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,11,2,1874,222,9152.69,0.5
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,11,2,1877,217,11245.86,0.561
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,11,2,1867,213,10063.0,0.435
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,11,2,1867,210,8737.59,0.504
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,10,2,42,209,16301.88,0.593
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,10,2,42,183,1757.63,0.461
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,10,2,29,182,1599.0,0.403
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,10,2,80,179,13599.72,0.584
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,8,2,483,173,7921.63,0.511
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,7,2,1740,172,15935.29,0.627
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,8,2,510,169,3965.0,0.473
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,8,2,490,168,9661.2,0.523
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,7,2,1757,165,10198.48,0.554
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,8,2,507,164,5592.0,0.485
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,8,2,503,162,6525.0,0.447
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,5,2,733,110,13755.69,0.596
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,5,2,750,104,2384.0,0.483
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,5,2,732,100,14028.59,0.583
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,5,2,784,89,1391.0,0.381
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,2,2,946,68,13648.93,0.599
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,2,2,927,41,1796.38,0.491
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,2,2,939,17,10659.52,0.57
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-001_003_MIP,1,2,77,5,12176.06,0.574
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,72,2,940,2003,2051.0,0.383
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,72,2,965,1987,14320.98,0.593
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,72,2,957,1974,20345.49,0.607
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,71,2,19,1924,30920.86,0.662
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,70,2,836,1841,20218.75,0.617
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,70,2,798,1841,26743.94,0.669
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,67,2,1003,1771,27151.05,0.583
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,68,2,1419,1768,30901.06,0.668
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,68,2,1459,1759,25561.34,0.697
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,69,2,1792,1754,26370.53,0.7
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,69,2,1816,1749,21722.16,0.63
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,65,2,1251,1741,28370.24,0.64
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,68,2,1416,1735,2578.92,0.469
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,66,2,481,1732,24560.26,0.663
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,66,2,502,1730,14636.57,0.616
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,65,2,1279,1729,20609.62,0.656
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,67,2,1001,1726,19250.1,0.607
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,68,2,1460,1725,2163.0,0.438
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,68,2,1458,1711,2768.63,0.499
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,64,2,552,1686,19018.48,0.596
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,64,2,536,1664,2937.0,0.4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,64,2,528,1662,5456.0,0.484
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,64,2,529,1653,9863.18,0.543
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,62,2,1945,1647,15347.55,0.625
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,62,2,1923,1646,2497.0,0.412
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_003_MIP,61,2,792,1639,3617.4,0.497
